年,月,日,第一の命数,第二の命数,第三の命数
2015,3,27,38,34,33
2015,4,27,7,8,9
2015,5,27,37,36,33
2015,6,27,16,14,15
2015,7,27,46,46,45
2015,8,27,15,18,20
2015,9,27,44,46,44
2015,10,27,14,13,18
2015,11,27,43,48,43
2015,12,27,13,17,13
2015,1,28,44,46,45
2015,2,28,15,12,20
2015,3,28,37,33,33
2015,4,28,16,15,15
2015,5,28,46,43,45
2015,6,28,15,13,20
2015,7,28,45,45,44
2015,8,28,14,15,18
2015,9,28,43,45,43
2015,10,28,13,14,13
2015,11,28,42,45,43
2015,12,28,12,16,17
2015,1,29,43,45,44
2015,3,29,46,42,45
2015,4,29,15,16,20
2015,5,29,45,44,44
2015,6,29,14,12,18
2015,7,29,44,44,42
2015,8,29,13,16,13
2015,9,29,42,44,43
2015,10,29,12,11,17
2015,11,29,41,46,43
2015,12,29,11,15,17
2015,1,30,42,44,42
2015,3,30,45,41,44
2015,4,30,14,13,18
2015,5,30,44,41,42
2015,6,30,13,11,13
2015,7,30,43,43,44
2015,8,30,12,13,17
2015,9,30,41,43,43
2015,10,30,11,12,17
2015,11,30,50,43,49
2015,12,30,20,14,19
2015,1,31,41,43,43
2015,3,31,44,50,42
2015,5,31,43,42,43
2015,7,31,42,42,43
2015,8,31,11,14,17
2015,10,31,20,19,19
2015,12,31,19,13,18
2016,1,1,18,12,16
2016,2,1,47,47,48
2016,3,1,19,13,16
2016,4,1,50,43,47
2016,5,1,20,18,17
2016,6,1,57,53,51
2016,7,1,27,24,27
2016,8,1,58,55,51
2016,9,1,25,25,23
2016,10,1,55,56,53
2016,11,1,26,24,28
2016,12,1,56,58,52
2016,1,2,17,11,17
2016,2,2,56,56,51
2016,3,2,20,14,17
2016,4,2,57,52,51
2016,5,2,27,25,27
2016,6,2,58,54,51
2016,7,2,28,23,27
2016,8,2,55,54,53
2016,9,2,26,26,28
2016,10,2,56,55,52
2016,11,2,23,21,26
2016,12,2,53,55,60
2016,1,3,26,30,27
2016,2,3,55,55,51
2016,3,3,27,21,27
2016,4,3,58,51,51
2016,5,3,28,26,27
2016,6,3,55,51,53
2016,7,3,25,22,23
2016,8,3,56,53,52
2016,9,3,23,23,26
2016,10,3,53,54,60
2016,11,3,24,22,21
2016,12,3,54,56,51
2016,1,4,25,29,27
2016,2,4,53,53,60
2016,3,4,28,22,27
2016,4,4,53,60,60
2016,5,4,25,23,23
2016,6,4,56,52,52
2016,7,4,26,21,28
2016,8,4,53,52,60
2016,9,4,24,24,21
2016,10,4,54,53,51
2016,11,4,21,29,25
2016,12,4,51,53,51
2016,1,5,24,28,23
2016,2,5,54,54,53
2016,3,5,23,29,26
2016,4,5,54,59,54
2016,5,5,24,24,23
2016,6,5,51,59,59
2016,7,5,23,30,26
2016,8,5,54,51,51
2016,9,5,21,21,25
2016,10,5,51,52,51
2016,11,5,22,30,25
2016,12,5,52,54,51
2016,1,6,21,27,24
2016,2,6,51,51,59
2016,3,6,24,30,24
2016,4,6,51,58,59
2016,5,6,21,21,25
2016,6,6,52,60,59
2016,7,6,22,30,25
2016,8,6,51,60,51
2016,9,6,22,22,25
2016,10,6,52,51,51
2016,11,6,29,27,27
2016,12,6,59,51,57
2016,1,7,30,26,25
2016,2,7,52,52,59
2016,3,7,21,27,25
2016,4,7,52,57,59
2016,5,7,22,22,25
2016,6,7,59,57,59
2016,7,7,29,28,29
2016,8,7,60,60,52
2016,9,7,27,29,24
2016,10,7,59,60,57
2016,11,7,28,28,27
2016,12,7,58,52,58
2016,1,8,29,25,25
2016,2,8,59,59,60
2016,3,8,22,28,25
2016,4,8,59,56,59
2016,5,8,29,29,30
2016,6,8,60,58,52
2016,7,8,30,27,26
2016,8,8,57,57,60
2016,9,8,28,30,28
2016,10,8,58,59,58
2016,11,8,35,35,33
2016,12,8,5,9,9
2016,1,9,28,24,29
2016,2,9,60,60,52
2016,3,9,29,25,29
2016,4,9,60,55,52
2016,5,9,30,30,26
2016,6,9,57,55,60
2016,7,9,27,26,24
2016,8,9,58,58,57
2016,9,9,35,37,33
2016,10,9,5,8,9
2016,11,9,36,36,33
2016,12,9,6,10,9
2016,1,10,27,23,26
2016,2,10,57,57,60
2016,3,10,30,26,26
2016,4,10,57,54,60
2016,5,10,27,27,24
2016,6,10,58,56,58
2016,7,10,28,25,28
2016,8,10,5,5,9
2016,9,10,36,38,33
2016,10,10,6,7,9
2016,11,10,33,33,34
2016,12,10,3,7,3
2016,1,11,26,22,24
2016,2,11,58,58,57
2016,3,11,27,23,24
2016,4,11,58,53,58
2016,5,11,28,28,27
2016,6,11,5,3,9
2016,7,11,35,34,33
2016,8,11,6,6,9
2016,9,11,33,35,33
2016,10,11,3,6,3
2016,11,11,34,34,36
2016,12,11,4,8,10
2016,1,12,25,21,28
2016,2,12,9,3,9
2016,3,12,28,24,28
2016,4,12,9,2,9
2016,5,12,35,35,33
2016,6,12,6,4,9
2016,7,12,36,33,33
2016,8,12,3,3,4
2016,9,12,34,36,36
2016,10,12,4,5,10
2016,11,12,31,31,34
2016,12,12,1,5,8
2016,1,13,34,40,33
2016,2,13,10,4,9
2016,3,13,39,31,33
2016,4,13,10,1,9
2016,5,13,40,38,33
2016,6,13,7,1,1
2016,7,13,33,32,33
2016,8,13,4,4,10
2016,9,13,31,33,34
2016,10,13,1,4,8
2016,11,13,32,32,31
2016,12,13,2,6,2
2016,1,14,33,39,33
2016,2,14,7,1,1
2016,3,14,40,32,33
2016,4,14,7,8,1
2016,5,14,37,35,37
2016,6,14,8,2,10
2016,7,14,34,31,36
2016,8,14,1,1,8
2016,9,14,32,34,32
2016,10,14,2,3,2
2016,11,14,39,39,33
2016,12,14,9,3,7
2016,1,15,32,38,37
2016,2,15,8,2,9
2016,3,15,37,39,37
2016,4,15,8,7,9
2016,5,15,38,36,36
2016,6,15,5,9,6
2016,7,15,35,40,34
2016,8,15,6,6,4
2016,9,15,33,31,33
2016,10,15,9,2,7
2016,11,15,34,36,33
2016,12,15,4,4,7
2016,1,16,39,35,36
2016,2,16,5,9,6
2016,3,16,38,39,35
2016,4,16,5,6,6
2016,5,16,35,33,40
2016,6,16,6,1,4
2016,7,16,36,39,38
2016,8,16,3,3,7
2016,9,16,34,32,33
2016,10,16,4,1,7
2016,11,16,31,33,35
2016,12,16,1,1,2
2016,1,17,38,34,40
2016,2,17,6,10,4
2016,3,17,35,38,40
2016,4,17,6,2,4
2016,5,17,36,34,38
2016,6,17,3,10,10
2016,7,17,33,36,33
2016,8,17,4,4,5
2016,9,17,31,39,35
2016,10,17,1,10,1
2016,11,17,32,34,34
2016,12,17,2,2,10
2016,1,18,37,33,38
2016,2,18,3,7,10
2016,3,18,36,37,38
2016,4,18,3,9,10
2016,5,18,33,31,34
2016,6,18,4,9,9
2016,7,18,34,35,31
2016,8,18,1,1,2
2016,9,18,32,39,33
2016,10,18,2,5,10
2016,11,18,49,41,50
2016,12,18,19,20,14
2016,1,19,40,40,34
2016,2,19,2,6,9
2016,3,19,33,36,34
2016,4,19,2,10,9
2016,5,19,34,32,39
2016,6,19,1,8,1
2016,7,19,31,34,35
2016,8,19,2,2,9
2016,9,19,49,48,50
2016,10,19,19,14,14
2016,11,19,50,42,48
2016,12,19,20,19,12
2016,1,20,39,39,40
2016,2,20,9,3,9
2016,3,20,32,35,39
2016,4,20,9,7,9
2016,5,20,39,35,33
2016,6,20,10,7,9
2016,7,20,32,37,33
2016,8,20,19,19,15
2016,9,20,50,47,48
2016,10,20,20,13,12
2016,11,20,47,49,44
2016,12,20,17,18,18
2016,1,21,38,38,33
2016,2,21,10,4,9
2016,3,21,39,34,33
2016,4,21,10,8,9
2016,5,21,40,36,33
2016,6,21,17,16,15
2016,7,21,49,46,45
2016,8,21,20,20,12
2016,9,21,47,46,44
2016,10,21,17,13,18
2016,11,21,48,50,43
2016,12,21,18,17,13
2016,1,22,37,37,33
2016,2,22,17,11,15
2016,3,22,40,33,33
2016,4,22,17,15,15
2016,5,22,47,43,45
2016,6,22,18,15,20
2016,7,22,48,45,44
2016,8,22,15,15,18
2016,9,22,46,45,43
2016,10,22,18,14,13
2016,11,22,43,45,43
2016,12,22,13,16,17
2016,1,23,46,46,45
2016,2,23,18,12,20
2016,3,23,47,42,45
2016,4,23,18,16,20
2016,5,23,48,44,44
2016,6,23,15,14,18
2016,7,23,45,44,44
2016,8,23,16,16,13
2016,9,23,43,44,43
2016,10,23,13,11,17
2016,11,23,44,46,43
2016,12,23,14,15,17
2016,1,24,45,45,44
2016,2,24,15,19,18
2016,3,24,48,41,44
2016,4,24,15,13,18
2016,5,24,45,41,44
2016,6,24,16,13,13
2016,7,24,46,43,43
2016,8,24,13,13,17
2016,9,24,44,43,43
2016,10,24,14,12,17
2016,11,24,41,43,49
2016,12,24,11,14,19
2016,1,25,44,44,43
2016,2,25,16,20,13
2016,3,25,45,50,44
2016,4,25,16,14,13
2016,5,25,46,42,43
2016,6,25,13,12,17
2016,7,25,43,42,43
2016,8,25,14,14,17
2016,9,25,41,42,49
2016,10,25,11,19,19
2016,11,25,42,44,44
2016,12,25,12,13,18
2016,1,26,43,43,44
2016,2,26,13,17,17
2016,3,26,46,49,43
2016,4,26,13,11,17
2016,5,26,43,49,43
2016,6,26,14,19,17
2016,7,26,44,41,43
2016,8,26,11,11,19
2016,9,26,42,41,44
2016,10,26,12,20,18
2016,11,26,49,41,42
2016,12,26,19,12,18
2016,1,27,42,42,43
2016,2,27,14,18,17
2016,3,27,43,48,43
2016,4,27,14,12,17
2016,5,27,44,50,43
2016,6,27,11,18,19
2016,7,27,41,50,49
2016,8,27,12,12,18
2016,9,27,49,50,42
2016,10,27,19,17,18
2016,11,27,50,42,47
2016,12,27,20,11,17
2016,1,28,41,41,43
2016,2,28,11,15,19
2016,3,28,44,47,43
2016,4,28,11,19,19
2016,5,28,41,47,49
2016,6,28,12,17,18
2016,7,28,42,49,44
2016,8,28,19,19,16
2016,9,28,50,49,47
2016,10,28,20,18,17
2016,11,28,57,59,51
2016,12,28,27,30,27
2016,1,29,50,50,49
2016,2,29,12,16,18
2016,3,29,41,46,49
2016,4,29,12,20,18
2016,5,29,42,48,44
2016,6,29,19,16,16
2016,7,29,49,48,42
2016,8,29,20,20,17
2016,9,29,57,58,51
2016,10,29,27,25,27
2016,11,29,58,60,51
2016,12,29,28,29,27
2016,1,30,49,49,44
2016,3,30,42,45,44
2016,4,30,19,17,16
2016,5,30,49,50,42
2016,6,30,20,15,17
2016,7,30,50,47,47
2016,8,30,27,27,28
2016,9,30,58,57,51
2016,10,30,28,26,27
2016,11,30,55,57,53
2016,12,30,25,28,23
2016,1,31,48,48,42
2016,3,31,49,44,42
2016,5,31,50,46,47
2016,7,31,57,56,51
2016,8,31,28,28,27
2016,10,31,25,23,23
2016,12,31,26,27,28
2017,1,1,23,26,26
2017,2,1,54,51,51
2017,3,1,25,30,28
2017,4,1,54,58,60
2017,5,1,24,21,26
2017,6,1,53,60,51
2017,7,1,23,29,21
2017,8,1,52,60,51
2017,9,1,21,22,25
2017,10,1,51,51,52
2017,11,1,30,27,27
2017,12,1,60,51,57
2017,1,2,24,25,21
2017,2,2,51,60,51
2017,3,2,24,27,26
2017,4,2,53,57,51
2017,5,2,23,22,21
2017,6,2,52,57,51
2017,7,2,22,28,25
2017,8,2,51,59,51
2017,9,2,30,29,27
2017,10,2,60,60,57
2017,11,2,29,28,26
2017,12,2,59,52,52
2017,1,3,21,24,25
2017,2,3,52,59,51
2017,3,3,23,28,21
2017,4,3,52,56,51
2017,5,3,22,29,25
2017,6,3,51,58,51
2017,7,3,21,27,25
2017,8,3,60,58,57
2017,9,3,29,30,26
2017,10,3,59,59,52
2017,11,3,38,35,34
2017,12,3,8,9,10
2017,1,4,22,23,25
2017,2,4,59,57,60
2017,3,4,22,25,25
2017,4,4,52,55,52
2017,5,4,21,30,25
2017,6,4,60,55,57
2017,7,4,30,26,27
2017,8,4,59,57,52
2017,9,4,38,37,34
2017,10,4,8,8,10
2017,11,4,37,36,35
2017,12,4,7,10,5
2017,1,5,27,22,24
2017,2,5,60,58,58
2017,3,5,22,26,26
2017,4,5,59,54,60
2017,5,5,29,27,24
2017,6,5,60,56,58
2017,7,5,29,25,26
2017,8,5,8,6,10
2017,9,5,37,38,35
2017,10,5,7,7,5
2017,11,5,36,33,35
2017,12,5,6,7,9
2017,1,6,28,21,28
2017,2,6,7,5,9
2017,3,6,29,23,24
2017,4,6,60,53,58
2017,5,6,30,28,28
2017,6,6,7,3,9
2017,7,6,37,33,33
2017,8,6,7,5,5
2017,9,6,36,35,35
2017,10,6,6,6,9
2017,11,6,35,34,35
2017,12,6,5,8,9
2017,1,7,35,40,33
2017,2,7,8,6,9
2017,3,7,30,24,28
2017,4,7,7,2,9
2017,5,7,37,35,33
2017,6,7,8,4,9
2017,7,7,38,33,33
2017,8,7,5,3,3
2017,9,7,36,36,35
2017,10,7,5,5,9
2017,11,7,33,31,34
2017,12,7,3,5,8
2017,1,8,36,39,33
2017,2,8,5,3,3
2017,3,8,37,31,33
2017,4,8,8,1,9
2017,5,8,38,36,33
2017,6,8,5,1,3
2017,7,8,35,32,33
2017,8,8,6,4,10
2017,9,8,33,33,34
2017,10,8,3,4,8
2017,11,8,34,32,32
2017,12,8,4,6,2
2017,1,9,33,38,33
2017,2,9,6,4,10
2017,3,9,38,32,36
2017,4,9,5,10,3
2017,5,9,35,33,33
2017,6,9,6,2,10
2017,7,9,36,31,36
2017,8,9,3,1,8
2017,9,9,34,34,32
2017,10,9,4,3,2
2017,11,9,31,39,33
2017,12,9,1,3,7
2017,1,10,34,37,36
2017,2,10,3,1,8
2017,3,10,35,39,33
2017,4,10,6,9,10
2017,5,10,36,34,36
2017,6,10,3,9,8
2017,7,10,33,40,34
2017,8,10,4,2,2
2017,9,10,31,31,33
2017,10,10,1,2,7
2017,11,10,32,40,33
2017,12,10,2,4,7
2017,1,11,31,36,34
2017,2,11,4,2,2
2017,3,11,36,40,36
2017,4,11,3,8,8
2017,5,11,33,31,34
2017,6,11,4,10,2
2017,7,11,34,39,32
2017,8,11,1,9,7
2017,9,11,32,33,33
2017,10,11,2,1,7
2017,11,11,39,37,37
2017,12,11,9,1,7
2017,1,12,32,35,32
2017,2,12,1,7,7
2017,3,12,33,37,34
2017,4,12,4,7,4
2017,5,12,34,32,32
2017,6,12,1,7,7
2017,7,12,31,38,33
2017,8,12,2,10,7
2017,9,12,39,39,37
2017,10,12,9,10,7
2017,11,12,40,38,34
2017,12,12,10,2,10
2017,1,13,33,34,33
2017,2,13,2,8,7
2017,3,13,34,38,38
2017,4,13,1,6,7
2017,5,13,31,31,33
2017,6,13,2,8,7
2017,7,13,32,37,33
2017,8,13,9,7,7
2017,9,13,40,40,34
2017,10,13,10,9,10
2017,11,13,47,45,42
2017,12,13,17,19,18
2017,1,14,34,33,33
2017,2,14,9,5,1
2017,3,14,31,35,33
2017,4,14,2,3,5
2017,5,14,32,32,33
2017,6,14,9,5,1
2017,7,14,39,36,37
2017,8,14,10,8,10
2017,9,14,47,47,42
2017,10,14,17,18,18
2017,11,14,48,46,46
2017,12,14,18,20,16
2017,1,15,31,40,35
2017,2,15,9,6,9
2017,3,15,32,36,31
2017,4,15,10,2,1
2017,5,15,39,39,35
2017,6,15,10,6,10
2017,7,15,40,35,34
2017,8,15,17,19,18
2017,9,15,48,48,47
2017,10,15,18,17,16
2017,11,15,45,49,41
2017,12,15,15,17,17
2017,1,16,32,39,33
2017,2,16,18,13,14
2017,3,16,40,34,35
2017,4,16,9,1,9
2017,5,16,39,40,33
2017,6,16,18,16,14
2017,7,16,47,44,42
2017,8,16,18,20,12
2017,9,16,45,45,41
2017,10,16,15,16,17
2017,11,16,46,50,41
2017,12,16,16,18,17
2017,1,17,49,48,50
2017,2,17,17,14,12
2017,3,17,39,33,33
2017,4,17,18,15,15
2017,5,17,48,47,50
2017,6,17,17,15,12
2017,7,17,48,41,48
2017,8,17,15,17,17
2017,9,17,46,46,49
2017,10,17,16,15,17
2017,11,17,43,47,45
2017,12,17,13,15,19
2017,1,18,50,45,48
2017,2,18,16,11,18
2017,3,18,48,42,45
2017,4,18,17,16,12
2017,5,18,47,48,48
2017,6,18,16,14,18
2017,7,18,46,50,44
2017,8,18,15,18,15
2017,9,18,44,44,45
2017,10,18,13,20,19
2017,11,18,43,48,43
2017,12,18,13,15,17
2017,1,19,47,44,44
2017,2,19,15,20,13
2017,3,19,47,41,48
2017,4,19,16,13,18
2017,5,19,46,45,44
2017,6,19,15,13,13
2017,7,19,45,49,49
2017,8,19,14,15,19
2017,9,19,43,43,44
2017,10,19,13,19,17
2017,11,19,42,45,48
2017,12,19,12,14,14
2017,1,20,46,43,43
2017,2,20,14,17,17
2017,3,20,46,50,44
2017,4,20,15,14,13
2017,5,20,45,42,43
2017,6,20,14,12,17
2017,7,20,44,42,45
2017,8,20,13,16,17
2017,9,20,42,42,49
2017,10,20,12,18,14
2017,11,20,41,46,46
2017,12,20,11,13,12
2017,1,21,43,42,43
2017,2,21,13,18,17
2017,3,21,45,49,43
2017,4,21,14,11,17
2017,5,21,44,49,43
2017,6,21,13,11,17
2017,7,21,43,41,43
2017,8,21,12,13,19
2017,9,21,41,41,46
2017,10,21,11,20,12
2017,11,21,50,43,42
2017,12,21,20,12,18
2017,1,22,44,41,43
2017,2,22,12,15,19
2017,3,22,44,48,43
2017,4,22,13,12,17
2017,5,22,43,50,43
2017,6,22,12,20,19
2017,7,22,42,50,49
2017,8,22,11,12,18
2017,9,22,50,50,42
2017,10,22,20,17,18
2017,11,22,49,42,47
2017,12,22,19,11,17
2017,1,23,41,50,49
2017,2,23,11,16,18
2017,3,23,43,47,43
2017,4,23,12,19,19
2017,5,23,42,47,49
2017,6,23,11,19,18
2017,7,23,41,49,44
2017,8,23,20,19,18
2017,9,23,49,49,47
2017,10,23,19,18,17
2017,11,23,58,59,51
2017,12,23,28,30,27
2017,1,24,42,49,44
2017,2,24,20,13,18
2017,3,24,42,46,49
2017,4,24,11,20,18
2017,5,24,41,48,44
2017,6,24,20,18,18
2017,7,24,50,48,42
2017,8,24,19,20,17
2017,9,24,58,58,51
2017,10,24,28,25,27
2017,11,24,57,60,51
2017,12,24,27,29,27
2017,1,25,49,48,42
2017,2,25,19,14,17
2017,3,25,41,45,44
2017,4,25,20,17,16
2017,5,25,50,45,42
2017,6,25,19,17,17
2017,7,25,49,47,47
2017,8,25,28,27,27
2017,9,25,57,57,51
2017,10,25,27,26,27
2017,11,25,56,57,53
2017,12,25,26,28,23
2017,1,26,50,47,47
2017,2,26,28,21,27
2017,3,26,50,44,42
2017,4,26,19,18,17
2017,5,26,49,46,47
2017,6,26,28,24,27
2017,7,26,58,56,51
2017,8,26,27,28,27
2017,9,26,56,56,53
2017,10,26,26,23,23
2017,11,26,55,58,52
2017,12,26,25,27,28
2017,1,27,57,56,51
2017,2,27,27,22,27
2017,3,27,49,43,47
2017,4,27,28,25,27
2017,5,27,58,53,51
2017,6,27,27,23,27
2017,7,27,57,55,51
2017,8,27,26,25,23
2017,9,27,55,55,52
2017,10,27,25,24,28
2017,11,27,54,55,52
2017,12,27,24,26,26
2017,1,28,58,55,51
2017,2,28,26,29,23
2017,3,28,58,52,51
2017,4,28,27,26,27
2017,5,28,57,54,51
2017,6,28,26,22,23
2017,7,28,56,54,53
2017,8,28,25,26,28
2017,9,28,54,54,60
2017,10,28,24,21,26
2017,11,28,53,56,51
2017,12,28,23,25,21
2017,1,29,55,54,53
2017,3,29,57,51,51
2017,4,29,26,23,23
2017,5,29,56,51,53
2017,6,29,25,21,28
2017,7,29,55,53,52
2017,8,29,24,23,26
2017,9,29,53,53,51
2017,10,29,23,22,21
2017,11,29,52,53,51
2017,12,29,22,24,25
2017,1,30,56,53,52
2017,3,30,56,60,53
2017,4,30,25,24,28
2017,5,30,55,55,52
2017,6,30,24,30,26
2017,7,30,54,52,60
2017,8,30,23,24,21
2017,9,30,52,52,51
2017,10,30,22,29,25
2017,11,30,51,54,51
2017,12,30,21,23,25
2017,1,31,53,52,60
2017,3,31,55,59,52
2017,5,31,54,59,60
2017,7,31,53,51,51
2017,8,31,22,21,25
2017,10,31,21,30,25
2017,12,31,30,22,27
2018,1,1,29,21,26
2018,2,1,8,6,10
2018,3,1,27,23,27
2018,4,1,58,53,52
2018,5,1,28,28,26
2018,6,1,5,3,10
2018,7,1,35,34,34
2018,8,1,6,5,5
2018,9,1,33,35,35
2018,10,1,3,6,9
2018,11,1,34,34,35
2018,12,1,4,8,9
2018,1,2,38,40,34
2018,2,2,7,5,5
2018,3,2,28,24,26
2018,4,2,5,2,10
2018,5,2,35,35,34
2018,6,2,6,4,5
2018,7,2,36,33,35
2018,8,2,3,4,9
2018,9,2,34,36,35
2018,10,2,4,5,9
2018,11,2,31,31,32
2018,12,2,1,5,1
2018,1,3,37,39,35
2018,2,3,6,4,9
2018,3,3,35,31,34
2018,4,3,6,1,5
2018,5,3,36,36,35
2018,6,3,3,1,9
2018,7,3,33,32,35
2018,8,3,4,3,9
2018,9,3,31,33,31
2018,10,3,1,4,1
2018,11,3,32,32,36
2018,12,3,2,6,10
2018,1,4,36,38,35
2018,2,4,5,4,10
2018,3,4,36,32,35
2018,4,4,3,10,9
2018,5,4,33,33,35
2018,6,4,4,2,9
2018,7,4,34,31,35
2018,8,4,1,2,1
2018,9,4,32,34,36
2018,10,4,2,3,10
2018,11,4,39,39,34
2018,12,4,9,3,8
2018,1,5,36,37,36
2018,2,5,4,1,8
2018,3,5,36,33,33
2018,4,5,5,9,10
2018,5,5,35,34,36
2018,6,5,1,9,1
2018,7,5,31,40,31
2018,8,5,2,1,10
2018,9,5,39,31,34
2018,10,5,9,2,8
2018,11,5,40,40,39
2018,12,5,10,4,9
2018,1,6,33,36,34
2018,2,6,3,2,2
2018,3,6,35,40,36
2018,4,6,4,8,8
2018,5,6,34,31,34
2018,6,6,3,10,2
2018,7,6,32,39,36
2018,8,6,9,10,8
2018,9,6,40,32,39
2018,10,6,10,1,9
2018,11,6,37,37,33
2018,12,6,7,1,9
2018,1,7,34,35,32
2018,2,7,2,9,7
2018,3,7,34,37,34
2018,4,7,3,7,2
2018,5,7,33,32,32
2018,6,7,2,7,7
2018,7,7,32,38,33
2018,8,7,1,10,7
2018,9,7,37,39,33
2018,10,7,7,10,9
2018,11,7,39,38,34
2018,12,7,9,2,10
2018,1,8,31,34,33
2018,2,8,1,10,7
2018,3,8,33,38,32
2018,4,8,2,6,7
2018,5,8,32,39,33
2018,6,8,1,8,7
2018,7,8,31,37,33
2018,8,8,10,7,7
2018,9,8,39,40,34
2018,10,8,9,9,10
2018,11,8,48,45,42
2018,12,8,18,19,18
2018,1,9,32,33,33
2018,2,9,10,7,7
2018,3,9,32,35,33
2018,4,9,1,5,7
2018,5,9,31,40,33
2018,6,9,10,5,7
2018,7,9,40,36,37
2018,8,9,9,8,10
2018,9,9,48,47,42
2018,10,9,18,18,17
2018,11,9,47,46,46
2018,12,9,17,20,16
2018,1,10,39,32,37
2018,2,10,9,8,10
2018,3,10,31,36,33
2018,4,10,10,4,7
2018,5,10,40,37,37
2018,6,10,9,6,10
2018,7,10,39,35,34
2018,8,10,18,15,18
2018,9,10,47,48,46
2018,10,10,17,17,16
2018,11,10,46,43,41
2018,12,10,16,17,17
2018,1,11,40,31,34
2018,2,11,18,15,18
2018,3,11,40,33,37
2018,4,11,9,3,10
2018,5,11,39,38,34
2018,6,11,18,13,18
2018,7,11,48,44,42
2018,8,11,17,16,16
2018,9,11,46,45,41
2018,10,11,16,16,17
2018,11,11,45,44,41
2018,12,11,15,18,17
2018,1,12,47,50,42
2018,2,12,17,14,12
2018,3,12,39,34,34
2018,4,12,18,12,18
2018,5,12,48,45,42
2018,6,12,17,14,16
2018,7,12,47,43,46
2018,8,12,16,13,17
2018,9,12,45,46,41
2018,10,12,15,15,17
2018,11,12,44,44,41
2018,12,12,14,15,11
2018,1,13,48,49,48
2018,2,13,16,11,17
2018,3,13,48,41,42
2018,4,13,17,11,12
2018,5,13,47,48,48
2018,6,13,16,11,17
2018,7,13,46,42,41
2018,8,13,15,14,17
2018,9,13,44,43,41
2018,10,13,14,14,11
2018,11,13,43,42,44
2018,12,13,13,16,18
2018,1,14,45,48,41
2018,2,14,11,12,15
2018,3,14,47,42,48
2018,4,14,16,20,17
2018,5,14,46,45,41
2018,6,14,15,12,17
2018,7,14,45,41,41
2018,8,14,14,11,11
2018,9,14,43,44,44
2018,10,14,13,13,18
2018,11,14,42,49,42
2018,12,14,12,13,16
2018,1,15,46,45,49
2018,2,15,20,19,19
2018,3,15,46,49,41
2018,4,15,11,17,15
2018,5,15,41,46,49
2018,6,15,14,19,19
2018,7,15,44,50,45
2018,8,15,13,16,18
2018,9,15,42,41,42
2018,10,15,12,12,16
2018,11,15,41,46,46
2018,12,15,11,14,12
2018,1,16,44,44,45
2018,2,16,19,20,17
2018,3,16,41,50,49
2018,4,16,20,16,19
2018,5,16,50,43,45
2018,6,16,19,20,18
2018,7,16,43,49,44
2018,8,16,12,13,16
2018,9,16,41,42,46
2018,10,16,11,11,12
2018,11,16,50,43,41
2018,12,16,20,11,15
2018,1,17,43,43,44
2018,2,17,19,17,19
2018,3,17,50,48,45
2018,4,17,19,15,17
2018,5,17,49,44,43
2018,6,17,18,20,14
2018,7,17,48,46,48
2018,8,17,17,14,12
2018,9,17,50,49,41
2018,10,17,20,20,15
2018,11,17,45,44,49
2018,12,17,15,12,13
2018,1,18,42,50,49
2018,2,18,20,18,12
2018,3,18,49,47,43
2018,4,18,19,19,20
2018,5,18,49,41,49
2018,6,18,17,19,12
2018,7,18,47,45,46
2018,8,18,16,11,18
2018,9,18,45,50,49
2018,10,18,15,15,13
2018,11,18,54,51,53
2018,12,18,24,30,29
2018,1,19,41,49,46
2018,2,19,17,13,18
2018,3,19,49,46,49
2018,4,19,20,20,12
2018,5,19,50,42,46
2018,6,19,17,18,18
2018,7,19,46,44,42
2018,8,19,15,12,13
2018,9,19,54,58,53
2018,10,19,24,24,29
2018,11,19,53,52,51
2018,12,19,23,29,27
2018,1,20,50,48,42
2018,2,20,18,14,17
2018,3,20,50,45,46
2018,4,20,17,17,18
2018,5,20,47,45,42
2018,6,20,18,17,17
2018,7,20,48,47,47
2018,8,20,25,29,29
2018,9,20,53,57,51
2018,10,20,23,23,27
2018,11,20,53,59,53
2018,12,20,23,28,23
2018,1,21,49,47,47
2018,2,21,25,21,27
2018,3,21,47,44,42
2018,4,21,18,18,17
2018,5,21,48,46,47
2018,6,21,25,26,27
2018,7,21,55,56,53
2018,8,21,26,30,27
2018,9,21,53,56,53
2018,10,21,23,23,24
2018,11,21,54,60,56
2018,12,21,24,27,30
2018,1,22,58,56,51
2018,2,22,26,22,27
2018,3,22,48,43,47
2018,4,22,25,25,27
2018,5,22,55,53,51
2018,6,22,26,25,27
2018,7,22,56,55,51
2018,8,22,23,25,23
2018,9,22,54,55,56
2018,10,22,24,24,30
2018,11,22,51,55,52
2018,12,22,21,26,26
2018,1,23,57,55,51
2018,2,23,23,29,23
2018,3,23,55,52,51
2018,4,23,26,26,27
2018,5,23,56,54,51
2018,6,23,23,24,23
2018,7,23,53,54,53
2018,8,23,24,26,28
2018,9,23,51,54,52
2018,10,23,21,21,26
2018,11,23,52,56,51
2018,12,23,22,25,21
2018,1,24,56,54,53
2018,2,24,24,30,28
2018,3,24,56,51,51
2018,4,24,23,23,24
2018,5,24,53,51,53
2018,6,24,24,23,28
2018,7,24,54,53,52
2018,8,24,21,23,26
2018,9,24,52,53,51
2018,10,24,22,22,21
2018,11,24,59,53,51
2018,12,24,29,24,25
2018,1,25,55,53,52
2018,2,25,21,27,26
2018,3,25,53,60,53
2018,4,25,24,24,28
2018,5,25,54,52,52
